6.48 9.009 11.538 14.067 16.596 19.125 21.655 24.184 26.713 29.242 31.771 34.3 36.83 39.359 41.888 44.417 46.946 49.476 52.005 54.534 57.063 59.592 62.121 64.651 67.18 69.709 72.238 74.767 77.296 79.826 82.355 84.884 87.413 89.942 92.471 95.001 97.53 100.059 102.588 105.117 107.646 110.176 112.705 115.234 117.763 120.292 122.821 125.351 127.88 130.409 132.938 135.467 137.997 140.526 143.055 145.584 148.113 150.642 153.172 155.701 158.23 160.759 163.288 165.817 168.347 170.876 173.405 175.934 178.463 180.992 183.522 186.051 188.58 191.109 193.638 196.167 198.697 201.226 203.755 206.284 208.813 211.343 213.872 216.401 218.93 221.459 223.988 226.518 229.047 231.576 234.105 236.634 239.163 241.693 244.222 246.751 249.28 251.809 254.338 256.868
19528.896 8692.861 2036.987 496.807 374.211 115.476 68.481 51.241 42.812 43.377 40.283 31.715 26.356 22.226 27.03 27.512 18.969 15.778 19.205 18.566 15.386 15.303 15.382 14.336 12.925 12.937 12.32 11.609 11.216 11.398 11.179 10.196 10.042 9.73 9.237 9.395 8.668 8.641 8.536 8.361 8.081 8.112 7.589 7.458 7.524 7.236 6.973 7.067 6.772 6.788 6.218 6.536 6.384 6.09 6.044 6.286 5.81 6.002 6.013 5.211 5.532 5.39 5.586 5.3 5.384 5.194 4.905 5.167 5.109 5.129 5.319 4.98 4.888 5.171 5.026 4.9 4.958 4.67 4.819 4.755 4.691 3.998 3.946 4.434 4.345 4.046 4.42 4.082 4.118 3.996 4.278 3.996 3.991 3.729 3.601 3.694 3.523 3.838 3.696 3.913
